DATE,INDPRO,CPIAUCSL,SP_GSCI,BOGNONBR,TOTRESNS,FEDFUNDS
7/1/1989,61.0896,124.5,183.5193041,38.744,60.3,9.24
8/1/1989,61.6847,124.5,196.1393041,38.723,59.6,8.99
9/1/1989,61.4794,124.8,224.7893041,38.981,60.1,9.02
10/1/1989,61.4014,125.4,269.5293041,39.608,60.4,8.84
11/1/1989,61.6081,125.9,248.7093041,39.821,60.9,8.55
12/1/1989,61.9588,126.3,226.9493041,40.222,62.7,8.45
1/1/1990,61.6352,127.5,219.3093041,40.292,62.9,8.23
2/1/1990,62.1951,128,193.7869041,39.296,60.6,8.24
3/1/1990,62.4916,128.6,190.5738041,38.527,60.6,8.28
4/1/1990,62.3511,128.9,193.4652041,39.237,62.5,8.26
5/1/1990,62.5353,129.1,195.3373041,39.419,60.2,8.18
6/1/1990,62.7479,129.9,192.2293041,39.786,61.2,8.29
7/1/1990,62.6435,130.5,184.7866041,39.818,60.9,8.15
8/1/1990,62.8704,131.6,191.2269041,39.947,60.7,8.13
9/1/1990,62.8839,132.5,191.9814041,40.466,61.4,8.2
10/1/1990,62.4973,133.4,193.2669041,40.398,61,8.11
11/1/1990,61.7175,133.7,197.8902041,40.741,62,7.81
12/1/1990,61.2885,134.2,189.4437041,41.441,59.1,7.31
1/1/1991,61.0842,134.7,176.2570041,41.76,50.9,6.91
2/1/1991,60.6387,134.8,181.6921041,41.82,48.5,6.25
3/1/1991,60.2973,134.8,181.1171041,41.564,48.6,6.12
4/1/1991,60.4524,135.1,184.0761041,41.631,50.3,5.91
5/1/1991,61.0587,135.6,189.4596041,42.108,49.1,5.78
6/1/1991,61.5514,136,192.3586041,42.372,50.4,5.9
7/1/1991,61.7201,136.2,190.2266041,42.378,50.7,5.82
8/1/1991,61.7289,136.6,186.0310041,42.629,50.6,5.66
9/1/1991,62.2369,137,185.7390041,42.913,51.1,5.45
10/1/1991,62.1718,137.2,186.3858041,43.746,51.6,5.21
11/1/1991,62.0894,137.8,181.7475041,44.507,53.1,4.81
12/1/1991,61.806,138.2,179.4351041,45.324,55.5,4.43
1/1/1992,61.4823,138.3,180.3457041,46.141,55.8,4.03
2/1/1992,61.9192,138.6,182.6875041,47.525,55.2,4.06
3/1/1992,62.4403,139.1,185.8407041,48.183,56.3,3.98
4/1/1992,62.9199,139.4,189.5103041,48.952,50.4,3.73
5/1/1992,63.1268,139.7,187.0056041,49.182,48.8,3.82
6/1/1992,63.1624,140.1,180.5554041,49.041,49.5,3.76
7/1/1992,63.7348,140.5,175.3089041,49.471,49.8,3.25
8/1/1992,63.3802,140.8,173.3949041,50.229,50.2,3.3
9/1/1992,63.5834,141.1,175.1807041,51.107,51.5,3.22
10/1/1992,64.0178,141.7,176.6963041,52.625,53.1,3.1
11/1/1992,64.2628,142.1,170.7557041,53.646,54.7,3.09
12/1/1992,64.3599,142.3,164.4044041,54.298,56.6,2.92
1/1/1993,64.6135,142.8,162.8935041,54.805,56,3.02
2/1/1993,64.9262,143.1,176.6917041,54.641,53.9,3.03
3/1/1993,64.8627,143.3,170.5713041,54.879,54.3,3.07
4/1/1993,65.0423,143.8,169.7252041,55.285,56.5,2.96
5/1/1993,64.8006,144.2,173.8956041,56.534,56.1,3
6/1/1993,64.9476,144.3,176.0994041,56.905,57.2,3.04
7/1/1993,65.1142,144.5,179.4227041,57.486,57.7,3.06
8/1/1993,65.0421,144.8,181.8600041,57.832,57.8,3.03
9/1/1993,65.3749,145,169.6021041,58.444,59.1,3.09
10/1/1993,65.863,145.6,170.7551041,59.309,60,2.99
11/1/1993,66.1696,146,178.3753041,60.215,61.3,3.02
12/1/1993,66.5531,146.3,174.5057041,60.485,62.8,2.96
1/1/1994,66.7591,146.3,180.0971041,60.822,62,3.05
2/1/1994,66.8019,146.7,175.3432041,60.446,59.6,3.25
3/1/1994,67.4704,147.1,176.4476041,60.244,59.6,3.34
4/1/1994,67.8707,147.2,178.3990041,60.38,61.6,3.56
5/1/1994,68.187,147.5,182.9740041,59.772,59.2,4.01
6/1/1994,68.645,147.9,180.1461041,59.715,59.9,4.25
7/1/1994,68.7317,148.4,173.8282041,59.863,60.1,4.26
8/1/1994,69.1882,149,176.6764041,59.491,59.3,4.47
9/1/1994,69.3935,149.3,179.8701041,59.313,60,4.73
10/1/1994,69.9576,149.4,180.4208041,58.994,59.5,4.76
11/1/1994,70.4288,149.8,182.4549041,59.163,60,5.29
12/1/1994,71.1273,150.1,187.2662041,59.257,61.4,5.45
1/1/1995,71.2635,150.5,202.8364041,59.268,60.5,5.53
2/1/1995,71.1758,150.9,196.1534041,58.593,57.7,5.92
3/1/1995,71.2796,151.2,197.0353041,58.141,57.6,5.98
4/1/1995,71.1538,151.8,206.0033041,57.863,58.9,6.05
5/1/1995,71.4997,152.1,208.6667041,57.492,56.7,6.01
6/1/1995,71.7327,152.4,203.2105041,57.104,57,6
7/1/1995,71.4334,152.6,205.8609041,57.446,57.4,5.85
8/1/1995,72.3723,152.9,193.9913041,57.257,56.8,5.74
9/1/1995,72.6543,153.1,197.8544041,57.033,57.2,5.8
10/1/1995,72.5336,153.5,204.5552041,56.474,56.4,5.76
11/1/1995,72.717,153.7,204.2601041,56.102,56.4,5.8
12/1/1995,72.9638,153.9,218.3210041,56.226,57.9,5.6
1/1/1996,72.5712,154.7,214.5956041,55.846,56.9,5.56
2/1/1996,73.6207,155,204.2492041,54.588,53.8,5.22
3/1/1996,73.5141,155.5,188.1578041,55.274,54.9,5.31
4/1/1996,74.2491,156.1,191.7682041,55.088,55.9,5.22
5/1/1996,74.8142,156.4,196.1071041,53.914,53.2,5.24
6/1/1996,75.3726,156.7,196.7080041,53.759,53.7,5.27
7/1/1996,75.3738,157,184.5082041,53.01,52.9,5.4
8/1/1996,75.7557,157.2,191.6266041,51.828,51.7,5.22
9/1/1996,76.2302,157.7,195.1077041,50.945,51,5.3
10/1/1996,76.2157,158.2,201.0728041,49.751,49.6,5.24
11/1/1996,76.8973,158.7,207.4927041,49.566,49.7,5.31
12/1/1996,77.3772,159.1,188.0282041,50.03,51.2,5.29
1/1/1997,77.5135,159.4,174.9623041,49.639,50.6,5.25
2/1/1997,78.4255,159.7,173.6029041,48.673,48.1,5.19
3/1/1997,78.9197,159.8,164.4377041,47.694,47.6,5.39
4/1/1997,78.9848,159.9,166.0543041,47.093,47.9,5.51
5/1/1997,79.4296,159.9,163.2356041,46.414,46,5.5
6/1/1997,79.7971,160.2,157.6084041,46.571,46.6,5.56
7/1/1997,80.4666,160.4,154.5386041,46.347,46.4,5.52
8/1/1997,81.2825,160.8,142.9415041,46.316,46.7,5.54
9/1/1997,82.0327,161.2,136.2989041,45.81,46.1,5.54
10/1/1997,82.7656,161.5,153.1049041,45.69,45.6,5.5
11/1/1997,83.427,161.7,147.8244041,46.258,46.5,5.52
12/1/1997,83.784,161.8,132.8199041,46.551,47.9,5.5
1/1/1998,84.1564,162,132.3583041,46.449,47.5,5.56
2/1/1998,84.3066,162,134.6085041,45.685,45.2,5.51
3/1/1998,84.342,162,130.1506041,45.813,45.6,5.49
4/1/1998,84.6339,162.2,153.2747041,46.059,46.6,5.45
5/1/1998,85.1867,162.6,160.3164041,45.379,45,5.49
6/1/1998,84.6809,162.8,151.5590041,45.166,45.1,5.56
7/1/1998,84.3445,163.2,162.7013041,44.636,44.6,5.54
8/1/1998,86.0816,163.4,168.5111041,44.686,44.7,5.55
9/1/1998,86.0023,163.5,180.9638041,44.599,44.2,5.51
10/1/1998,86.591,163.9,190.4023041,44.714,44.1,5.07
11/1/1998,86.5115,164.1,180.7294041,44.732,44.1,4.83
12/1/1998,86.8615,164.4,189.0016041,45.058,45.2,4.68
1/1/1999,87.2205,164.7,193.8765041,44.824,46.8,4.63
2/1/1999,87.726,164.7,205.7043041,44.81,45.5,4.76
3/1/1999,87.9125,164.8,215.3482041,44.406,43.2,4.81
4/1/1999,88.1082,165.9,206.2208041,43.495,43.6,4.74
5/1/1999,88.6483,166,202.5478041,43.879,44.8,4.74
6/1/1999,88.5903,166,222.5424041,42.919,42.3,4.76
7/1/1999,89.1098,166.7,235.0530041,41.683,41.6,4.99
8/1/1999,89.5007,167.1,212.6661041,41.958,41.7,5.07
9/1/1999,89.1304,167.8,243.7381041,41.62,41.3,5.22
10/1/1999,90.2709,168.1,236.8226041,41.291,40.7,5.2
11/1/1999,90.7528,168.4,236.0532041,41.535,41,5.42
12/1/1999,91.4784,168.8,255.7233041,41.829,41.7,5.3
1/1/2000,91.4092,169.3,246.2630041,42.159,44.2,5.45
2/1/2000,91.7245,170,226.3129041,41.338,42.1,5.73
3/1/2000,92.083,171,221.3259041,40.548,39.7,5.85
4/1/2000,92.6659,170.9,212.0774041,40.18,40.6,6.02
5/1/2000,92.9347,171.2,223.5698041,40.322,41.6,6.27
6/1/2000,93.0018,172.2,216.9629041,39.692,39.4,6.53
7/1/2000,92.8373,172.7,202.0037041,39.521,39.9,6.54
8/1/2000,92.591,172.7,201.0593041,39.234,39.5,6.5
9/1/2000,92.9827,173.6,202.3421041,39.078,39.2,6.52
10/1/2000,92.64,173.9,181.0575041,38.951,38.8,6.51
11/1/2000,92.6604,174.2,174.7198041,39.1,38.7,6.51
12/1/2000,92.3457,174.6,168.9143041,38.475,38.4,6.4
1/1/2001,91.8908,175.6,168.4965041,37.812,39.6,5.98
2/1/2001,91.2851,176,165.3650041,38.534,39.1,5.49
3/1/2001,91.0585,176.1,175.8704041,38.348,37.6,5.31
4/1/2001,90.7384,176.4,200.5672041,38.325,38.6,4.8
5/1/2001,90.2607,177.3,203.5722041,38.415,39.4,4.21
6/1/2001,89.7811,177.7,193.6272041,38.604,38.1,3.97
7/1/2001,89.2352,177.4,202.1158041,39.192,39.3,3.77
8/1/2001,89.157,177.4,202.7441041,39.778,39.7,3.65
9/1/2001,88.6749,178.1,214.5697041,54.532,57.6,3.07
10/1/2001,88.4051,177.6,226.8650041,45.334,44.6,2.49
11/1/2001,87.886,177.5,216.7623041,40.868,40.1,2.09
12/1/2001,87.8518,177.4,216.8478041,41.317,41.1,1.82
1/1/2002,88.4634,177.7,234.4934041,41.63,43.7,1.73
2/1/2002,88.4578,178,252.7907041,41.783,42.5,1.74
3/1/2002,89.1265,178.5,277.9113041,40.974,40.3,1.73
4/1/2002,89.5507,179.3,231.6181041,40.468,40.9,1.75
5/1/2002,89.9348,179.5,214.9769041,39.396,40.3,1.75
6/1/2002,90.6736,179.6,234.5808041,38.978,38.6,1.75
7/1/2002,90.6436,180,232.5421041,39.085,39.4,1.73
8/1/2002,90.5505,180.5,232.4956041,39.529,39.8,1.74
9/1/2002,90.6373,180.8,241.7983041,38.646,38.9,1.75
10/1/2002,90.3988,181.2,231.9737041,38.972,38.7,1.75
11/1/2002,90.8947,181.5,237.8288041,39.502,39.2,1.34
12/1/2002,90.3906,181.8,245.1425041,40.195,40.3,1.24
1/1/2003,91.1369,182.6,259.8827041,40.695,42.9,1.24
2/1/2003,91.2505,183.6,259.4273041,41.18,41.9,1.26
3/1/2003,91.0006,183.9,277.9949041,41.148,40.6,1.25
4/1/2003,90.4311,183.2,281.4620041,40.538,41.2,1.26
5/1/2003,90.4,182.9,288.8515041,40.853,41.8,1.26
6/1/2003,90.5196,183.1,300.7519041,42.094,42,1.22
7/1/2003,90.9869,183.7,285.6946041,42.952,43.6,1.01
8/1/2003,90.7933,184.5,306.8169041,45.447,46.1,1.03
9/1/2003,91.3819,185.1,294.9347041,43.96,44.4,1.01
10/1/2003,91.5049,184.9,337.0721041,43.295,43.1,1.01
11/1/2003,92.1265,185,354.5885041,42.788,42.6,1
12/1/2003,92.1732,185.5,341.8410041,42.496,43,0.98
1/1/2004,92.3268,186.3,309.8066041,42.875,45.5,1
2/1/2004,92.8995,186.7,330.8221041,42.951,43.9,1.01
3/1/2004,92.5368,187.1,355.1924041,44.816,44.2,1
4/1/2004,92.8957,187.4,382.9614041,45.527,46.1,1
5/1/2004,93.5845,188.2,353.0247041,45.311,46.3,1
6/1/2004,92.8651,188.9,354.2274041,45.689,45.7,1.03
7/1/2004,93.5502,189.1,379.1272041,45.882,46.8,1.26
8/1/2004,93.6301,189.2,401.3383041,45.284,45.8,1.43
9/1/2004,93.7353,189.8,464.4900041,46.142,46.5,1.61
10/1/2004,94.5695,190.8,468.8988041,46.11,45.7,1.76
11/1/2004,94.8015,191.7,422.2157041,45.82,45.6,1.93
12/1/2004,95.5415,191.7,415.2479041,46.362,46.8,2.16
1/1/2005,95.8785,191.6,431.0607041,47.387,50.4,2.28
2/1/2005,96.5709,192.4,453.2576041,45.859,46.6,2.5
3/1/2005,96.4345,193.1,415.2020041,46.767,45.9,2.63
4/1/2005,96.6347,193.7,441.8583041,46.001,46.5,2.79
5/1/2005,96.7251,193.6,474.1256041,45.307,46.3,3
6/1/2005,97.1483,193.7,473.8939041,45.854,46,3.04
7/1/2005,96.8397,194.9,484.0146041,45.986,47.1,3.26
8/1/2005,97.1584,196.1,497.5869041,44.994,45.5,3.5
9/1/2005,95.2764,198.8,465.2073041,46.068,46.1,3.62
10/1/2005,96.4411,199.1,427.3926041,45.202,44.8,3.78
11/1/2005,97.5016,198.1,428.5636041,44.974,44.7,4
12/1/2005,97.9723,198.1,462.9947041,44.795,45.4,4.16
1/1/2006,98.127,199.3,432.9858041,44.267,47.1,4.29
2/1/2006,98.1687,199.4,426.5571041,44.083,44.6,4.49
3/1/2006,98.3913,199.7,447.8307041,43.709,42.7,4.59
4/1/2006,98.6826,200.7,467.4543041,44.305,44.7,4.79
5/1/2006,98.7074,201.3,473.8034041,44.762,45.5,4.94
6/1/2006,99.0398,201.8,469.9876041,45.282,45.1,4.99
7/1/2006,98.9751,202.9,488.4910041,44.214,44.9,5.24
8/1/2006,99.4047,203.8,515.2801041,42.798,42.7,5.25
9/1/2006,99.2246,202.8,494.6438041,42.918,42.6,5.25
10/1/2006,99.1229,201.9,545.4721041,42.566,41.7,5.25
11/1/2006,99.0963,202,598.6493041,42.762,42.1,5.25
12/1/2006,100.1125,203.1,577.3264041,42.933,43.3,5.24
1/1/2007,99.7546,203.437,609.5079041,41.787,44.6,5.25
2/1/2007,100.7166,204.226,607.7169041,42.149,42.6,5.26
3/1/2007,100.8952,205.288,679.1170041,41.889,40.7,5.26
4/1/2007,101.5723,205.904,668.2519041,42.248,42.5,5.25
5/1/2007,101.6269,206.755,720.4063041,43.336,44.1,5.25
6/1/2007,101.6547,207.234,785.9224041,44.007,43.9,5.25
7/1/2007,101.4953,207.603,862.0391041,42.308,42.9,5.26
8/1/2007,101.6943,207.667,759.5385041,44.627,44.9,5.02
9/1/2007,101.9428,208.547,707.4951041,41.767,42.7,4.94
10/1/2007,101.6446,209.19,621.5764041,42.758,42.1,4.76
11/1/2007,102.2167,210.834,448.8003041,42.83,42.6,4.49
12/1/2007,102.2764,211.445,389.9857041,27.702,43.5,4.24
1/1/2008,102.1493,212.174,348.3773041,-3.145,44.9,3.94
2/1/2008,101.7756,212.687,335.5439041,-16.638,43.8,2.98
3/1/2008,101.4508,213.448,335.5797041,-49.585,43.8,2.61
4/1/2008,100.7554,213.942,357.8649041,-90.696,45,2.28
5/1/2008,100.1336,215.208,365.1877041,-109.79,46.9,1.98
6/1/2008,99.8728,217.463,442.3924041,-125.244,45.8,2
7/1/2008,99.4194,219.016,449.5561041,-119.867,46,2.01
8/1/2008,97.8491,218.69,456.7464041,-121.545,45.8,2
9/1/2008,93.5576,218.877,453.1263041,-186.779,102.9,1.81
10/1/2008,94.4985,216.995,462.0877041,-332.926,314.8,0.97
11/1/2008,93.2617,213.153,496.1470041,-89.48,609.1,0.39
12/1/2008,90.6266,211.398,511.9130041,166.621,820.9,0.16
1/1/2009,88.3712,211.933,523.3393041,293.893,860.2,0.15
2/1/2009,87.843,212.705,485.3393041,117.789,701,0.22
3/1/2009,86.4689,212.495,516.3393041,167.3,778.1,0.18
4/1/2009,85.7903,212.709,529.4980041,322.689,881.7,0.15
5/1/2009,84.9436,213.022,549.2806041,375.789,902.8,0.18
6/1/2009,84.6746,214.79,487.5326041,371.089,809.7,0.21
7/1/2009,85.6853,214.726,494.5168041,429.13,796.5,0.16
8/1/2009,86.6393,215.445,524.1480041,497.598,828.7,0.16
9/1/2009,87.3821,215.861,498.5015041,615.346,922.6,0.15
10/1/2009,87.5809,216.509,545.4038041,791.329,1056.7,0.12
11/1/2009,87.9388,217.234,563.4996041,923.499,1141.6,0.12
12/1/2009,88.2404,217.347,575.1775041,968.755,1140.4,0.12
1/1/2010,89.1897,217.488,631.1704041,967.186,1112.4,0.11
2/1/2010,89.5046,217.281,654.6041041,1113.481,1225.5,0.13
3/1/2010,90.1356,217.353,690.1855041,1094.3,1184.5,0.16
4/1/2010,90.4607,217.403,724.9625041,1036.415,1117.4,0.2
5/1/2010,91.7014,217.29,758.1341041,1034.332,1111.3,0.2
6/1/2010,91.9033,217.199,706.5950041,1029.954,1099.2,0.18
7/1/2010,92.2549,217.605,668.1845041,1022.248,1087.8,0.18
8/1/2010,92.5936,217.923,685.4165041,1025.75,1085.1,0.19
9/1/2010,92.8533,218.275,674.0270041,995.239,1047.9,0.19
10/1/2010,92.6033,219.035,590.3385041,991.32,1039.7,0.19
11/1/2010,92.6686,219.59,647.2945041,992.036,1038.6,0.19
12/1/2010,93.5916,220.472,657.3628041,1031.871,1078,0.18
1/1/2011,93.3889,221.187,644.2537041,1074.624,1110.3,0.17
2/1/2011,93.0045,221.898,660.0167041,1240.628,1263.7,0.16
3/1/2011,93.9684,223.046,702.8369041,1416.273,1434.9,0.14
4/1/2011,93.6571,224.093,688.0514041,1508.786,1528,0.1
5/1/2011,93.7723,224.806,684.2178041,1572.695,1589.8,0.09
6/1/2011,94.0493,224.806,595.5437041,1653.372,1665.8,0.09
7/1/2011,94.4958,225.395,598.7827041,1684.238,1696.6,0.07
8/1/2011,95.0974,226.106,635.1617041,1654.864,1666.6,0.1
9/1/2011,95.0244,226.597,674.3725041,1630.662,1643.5,0.08
10/1/2011,95.6891,226.75,665.0656041,1626.919,1638.9,0.07
11/1/2011,95.6778,227.169,637.0758041,1581.362,1592.4,0.08
12/1/2011,96.1809,227.223,649.3896041,1587.574,1598.7,0.07
1/1/2012,96.7595,227.842,645.9239041,1605.687,1619.2,0.08
2/1/2012,97.0662,228.329,674.7052041,1649.998,1659.9,0.1
3/1/2012,96.5609,228.807,647.5489041,1600.49,1606.3,0.13
4/1/2012,97.251,229.187,654.3857041,1577.905,1586.7,0.14
5/1/2012,97.4595,228.713,623.7743041,1550.503,1558.5,0.16
6/1/2012,97.4768,228.524,614.7974041,1551.961,1555.4,0.16
7/1/2012,97.6714,228.59,610.6384041,1579.791,1583.8,0.16
8/1/2012,97.2734,229.918,637.9775041,1579.017,1582.2,0.13
9/1/2012,97.2217,231.015,656.3904041,1513.923,1517.5,0.14
10/1/2012,97.5311,231.638,631.7391041,1523.679,1525.6,0.16
11/1/2012,97.9084,231.249,621.8636041,1545.758,1546.1,0.16
12/1/2012,98.1884,231.221,619.4563041,1568.221,1570.4,0.16
1/1/2013,98.1736,231.679,631.6251041,1630.307,1636.9,0.14
2/1/2013,98.6434,232.937,621.5951041,1730.944,1733.4,0.15
3/1/2013,99.047,232.282,648.9837041,1812.675,1811.3,0.14
4/1/2013,98.9445,231.797,648.1963041,1881.984,1884.7,0.15
5/1/2013,99.0383,231.893,651.8504041,1980.025,1982,0.11
6/1/2013,99.2221,232.445,648.9717041,,2062.9,0.09
7/1/2013,98.8987,232.9,657.9116041,,2147.7,0.09
8/1/2013,99.4897,233.456,621.0419041,,2252.6,0.08
9/1/2013,100.021,233.544,610.2565041,,2333.9,0.08
10/1/2013,99.9037,233.669,573.6332041,,2427.8,0.09
11/1/2013,100.1582,234.1,538.9316041,,2517.1,0.08
12/1/2013,100.374,234.719,481.4517041,,2541,0.09
1/1/2014,99.9899,235.288,417.4618041,,2556.4,0.07
2/1/2014,100.7471,235.547,389.0212041,,2650.1,0.07
3/1/2014,101.7435,236.028,420.5812041,,2676.7,0.08
4/1/2014,101.8273,236.468,395.9885041,,2714.9,0.09
5/1/2014,102.2392,236.918,444.9241041,,2688.4,0.09
6/1/2014,102.5774,237.231,438.4330041,,2722.3,0.1
7/1/2014,102.7954,237.498,440.0319041,,2759,0.09
8/1/2014,102.6322,237.46,377.7236041,,2842,0.09
9/1/2014,102.9417,237.477,380.1873041,,2814.5,0.09
10/1/2014,102.9611,237.43,358.6762041,,2760.3,0.09
11/1/2014,103.5978,236.983,362.7834041,,2575.1,0.09
12/1/2014,103.6151,236.252,335.4889041,,2665.9,0.12
1/1/2015,102.7923,234.747,310.9917041,,2745.6,0.11
2/1/2015,102.1366,235.342,300.0072041,,2556.1,0.11
3/1/2015,101.7869,235.976,302.9691041,,2732.9,0.11
4/1/2015,101.2255,236.222,322.7578041,,2756.7,0.12
5/1/2015,100.7675,237.001,359.7463041,,2641.7,0.12
6/1/2015,100.4588,237.657,370.2849041,,2611.1,0.13
7/1/2015,101.0893,238.034,373.3716041,,2649.3,0.13
8/1/2015,100.9165,238.033,338.7345041,,2666.1,0.14
9/1/2015,100.633,237.498,347.5471041,,2701.3,0.14
10/1/2015,100.1563,237.733,363.8104041,,2725.9,0.12
11/1/2015,99.4366,238.017,360.9623041,,2660.3,0.12
12/1/2015,98.9471,237.761,376.5605041,,2481.2,0.24
1/1/2016,99.4391,237.652,397.5432041,,2440,0.34
2/1/2016,98.9232,237.336,395.1695041,,2510.9,0.38
3/1/2016,98.1635,238.08,401.5592041,,2519.7,0.36
4/1/2016,98.4775,238.992,387.5638041,,2487,0.37
5/1/2016,98.2549,239.557,382.1051041,,2443.8,0.37
6/1/2016,98.7315,240.222,377.1931041,,2427.5,0.38
7/1/2016,98.8452,240.101,371.7168041,,2371.2,0.39
8/1/2016,98.7427,240.545,387.4046041,,2413.5,0.4
9/1/2016,98.6552,241.176,385.3434041,,2325.1,0.4
10/1/2016,98.7237,241.741,398.6475041,,2156.1,0.4
11/1/2016,98.3443,242.026,414.4812041,,2201.7,0.41
12/1/2016,99.0406,242.637,423.5967041,,2095.3,0.54
1/1/2017,98.8158,243.618,441.7750041,,2158.5,0.65
2/1/2017,98.4356,244.006,455.8723041,,2302.9,0.66
3/1/2017,99.0492,243.892,442.7200041,,2387.8,0.79
4/1/2017,100.0416,244.193,452.2746041,,2344.8,0.9
5/1/2017,100.128,244.004,475.1009041,,2288.9,0.91
6/1/2017,100.337,244.163,480.7666041,,2269.7,1.04
7/1/2017,100.0865,244.243,486.7765041,,2296.9,1.15
8/1/2017,99.6323,245.183,464.1717041,,2407.2,1.16
9/1/2017,99.7482,246.435,468.0274041,,2357.9,1.15
10/1/2017,100.9893,246.626,485.6187041,,2310.9,1.15
11/1/2017,101.2493,247.284,455.6561041,,2378.3,1.16
12/1/2017,101.4871,247.805,405.8590041,,2309.8,1.3
1/1/2018,101.4852,248.859,373.6675041,,2281,1.41
2/1/2018,101.7319,249.529,407.2300041,,2305.3,1.42
3/1/2018,102.1943,249.577,425.6859041,,2230.9,1.51
4/1/2018,103.3551,250.227,433.4646041,,2151,1.69
5/1/2018,102.381,250.792,445.7911041,,2086.6,1.7
6/1/2018,103.2256,251.018,407.1031041,,2052.7,1.82
7/1/2018,103.3561,251.214,424.6974041,,2014.6,1.91
8/1/2018,104.0585,251.663,421.7784041,,1976.1,1.91
9/1/2018,104.1038,252.182,396.3974041,,1938,1.95
10/1/2018,103.9297,252.772,402.9519041,,1895.8,2.19
11/1/2018,104.0126,252.594,406.8497041,,1840.8,2.2
12/1/2018,104.0451,252.767,408.5306041,,1759.9,2.27
1/1/2019,103.3598,252.561,435.5582041,,1707.3,2.4
2/1/2019,102.8251,253.319,388.1411041,,1713.7,2.4
3/1/2019,102.8361,254.277,357.7832041,,1725.9,2.41
4/1/2019,102.2748,255.233,254.8809041,,1623.9,2.42
5/1/2019,102.4176,255.296,256.3839041,,1576.3,2.39
6/1/2019,102.5425,255.213,306.4149041,,1601.3,2.38
7/1/2019,102.0057,255.802,324.8223041,,1578.6,2.4
8/1/2019,102.7814,256.036,339.1603041,,1586.8,2.13
9/1/2019,102.4601,256.43,357.5502041,,1504.8,2.04
10/1/2019,101.5878,257.155,349.5173041,,1547.1,1.83
11/1/2019,102.1494,257.879,340.1192041,,1595.2,1.55
12/1/2019,101.9421,258.63,384.9333041,,1698.3,1.55
1/1/2020,101.3372,258.906,408.7973041,,1715.2,1.55
2/1/2020,101.6718,259.246,430.3340041,,1726.9,1.58
3/1/2020,97.606,258.15,476.3262041,,2099.4,0.65
4/1/2020,84.6812,256.126,466.7533041,,2953.6,0.05
5/1/2020,86.0108,255.848,505.1935041,,3217.6,0.05
6/1/2020,91.6745,257.004,518.5671041,,3043.6,0.08
7/1/2020,95.0037,258.408,535.3148041,,2718.5,0.09
8/1/2020,95.9294,259.366,540.4683041,,2799.7,0.1
9/1/2020,95.8914,259.951,526.7070041,,2852.8,0.09
10/1/2020,96.5256,260.249,557.0450041,,2876.6,0.09
11/1/2020,96.9529,260.895,587.5487041,,3034.7,0.09
12/1/2020,98.2039,262.005,521.7836041,,3135,0.09
1/1/2021,98.8135,262.518,560.5198041,,3153.8,0.09
2/1/2021,95.5072,263.583,623.1236041,,3345.9,0.08
3/1/2021,98.1929,264.91,672.3880041,,3721.3,0.07
4/1/2021,98.3317,266.752,723.5255041,,3887.3,0.07
5/1/2021,99.1867,268.452,756.0915041,,3872.4,0.06
6/1/2021,99.6483,270.664,785.7941041,,3848.1,0.08
7/1/2021,100.0668,271.994,708.5689041,,3943.9,0.1
8/1/2021,100.0412,272.789,691.9765041,,4140.1,0.09
9/1/2021,98.9955,273.887,665.2670041,,4193.2,0.08
10/1/2021,100.3542,276.434,607.0968041,,4128.1,0.08
11/1/2021,101.2684,278.799,636.1832041,,4180.6,0.08
12/1/2021,101.1948,280.808,620.4484041,,4187.9,0.08
1/1/2022,101.2146,282.39,609.4112041,,3871.1,0.08
2/1/2022,101.8458,284.535,605.3966041,,3804.5,0.08
3/1/2022,102.6732,287.553,581.2054041,,3874.7,0.2
4/1/2022,102.9024,288.764,573.3634041,,3615.4,0.33
5/1/2022,102.9659,291.359,564.3069041,,3317.9,0.77
6/1/2022,102.8224,294.996,527.5640041,,3228.4,1.21
7/1/2022,103.0505,294.977,539.8000041,,3258.7,1.68
8/1/2022,103.1703,295.209,592.7415041,,3305.9,2.33
9/1/2022,103.5326,296.341,590.7634041,,3131.4,2.56
10/1/2022,103.4442,297.863,609.0079041,,3055.7,3.08
11/1/2022,103.1058,298.648,576.3116041,,3126.2,3.78
12/1/2022,101.8266,298.812,555.1095041,,3107.3,4.1
1/1/2023,102.7476,300.356,534.9806041,,3029.9,4.33
2/1/2023,102.8003,301.509,554.4074041,,3021.8,4.57
3/1/2023,102.8143,301.744,557.2710041,,3258.4,4.65
4/1/2023,103.2241,303.032,581.8178041,,3269.5,4.83
5/1/2023,102.9809,303.365,585.5056041,,3235.6,5.06
6/1/2023,102.3809,304.003,572.6147041,,3265.6,5.08
7/1/2023,103.0722,304.628,577.7246041,,3178.7,5.12
8/1/2023,103.0951,306.187,550.7785041,,3228,5.33
9/1/2023,103.3081,307.288,536.0891041,,3239.6,5.33
10/1/2023,102.5781,307.531,532.2228041,,3276.5,5.33
11/1/2023,102.8868,308.024,533.5424041,,3403.5,5.33
12/1/2023,102.6309,308.742,538.5954041,,3492,5.33
1/1/2024,101.483,309.685,,,3507,5.33
2/1/2024,102.7267,311.054,,,3567.7,5.33
3/1/2024,102.5186,312.23,,,3543.1,5.33
4/1/2024,102.3568,313.207,,,3429.5,5.33
5/1/2024,102.9797,313.225,,,3376.1,5.33
6/1/2024,103.2768,313.049,,,3379.7,5.33
7/1/2024,102.5381,313.534,,,3302.2,5.33
