2.8622,12.682,10.95,-52.452,19.452,9.3529,12.644,3.9191,-1.2404,5.9,7.49,12.946,9.7764,7.3284,8.6553,147.73,9.1,27.782,-6.8007,2.2482,50.1,48.5,-0.0074938,2.4189
1.0345,12.466,13.58,162.52,-3.5569,5.9069,11.777,1.0731,1.4677,6,7.3576,15.982,9.5431,9.567,2.844,74.663,10.45,-12.967,-7.172,1.3182,47.3,46,-0.79514,-3.275
1.2921,15.479,15.05,22.888,18.53,6.9482,11.297,-0.61566,1.5681,6.3,7.1277,16.309,11.789,7.028,7.2805,60.113,11.99,16.803,-2.7639,1.3931,46.7,47.5,2.6344,1.6852
-8.1962,13.275,12.69,-158.01,-6.6964,5.9063,4.6365,-9.1064,-17.104,7.3,6.9641,9.7509,9.6518,7.4769,-2.2739,38.973,10.48,5.2687,-35.539,-1.9278,32.4,27.3,-4.516,-4.0871
-0.60682,7.436,9.84,-195.29,51.29,11.891,14.024,4.2875,-6.3829,7.7,7.2385,13.53,9.2266,10.682,13.654,-17.248,10.95,17.012,-27.284,-1.8083,43.5,48,0.26396,10.516
7.3436,11.062,15.85,304.48,30.248,8.4219,18.041,5.2757,14.987,7.4,7.3165,7.4686,9.7566,14.17,9.9919,-16.182,12.42,0.65449,35.694,3.0049,55.6,60.1,4.349,5.1228
8.2003,10.91,16.57,-125.4,-3.8405,6.7701,9.5241,2.0989,1.0638,7.4,7.2196,9.8877,10.244,9.001,5.4343,17.944,12.96,-12.928,35.481,1.7158,49.2,50,8.062,-3.521
-2.9335,8.2569,17.78,165.74,3.5696,10.691,7.5189,-0.079003,1.2933,7.4,7.075,10.477,6.6189,8.2905,10.276,-7.0834,13.75,-42.049,-16.955,1.0434,51.9,53.3,-3.45,-0.76233
4.563,10.988,17.58,-82.561,-21.943,7.0267,14.823,1.6066,3.6817,7.4,6.8711,2.0629,6.5029,7.1158,1.032,-14.543,14.85,-49.708,21.82,0.84853,45.8,45.7,5.0839,-7.1115
-4.6945,6.4506,13.59,-242.94,-11.555,10.187,5.284,-3.0115,-8.9342,8.2,6.7719,3.6867,6.0401,7.4862,4.8429,-7.4806,14.09,9.8902,-14.549,-1.7559,38,37.4,-5.401,-4.3987
-6.7475,3.5378,14.23,268.95,-27.48,8.9452,4.7733,2.6474,-8.2172,8.8,6.7799,3.2487,5.0009,7.8338,9.423,-48.518,14.29,-7.7393,-41.526,-2.7655,37.8,39.6,-2.6649,-8.1203
2.174,5.7388,14.51,-88.949,-0.10524,8.4631,6.3447,1.4741,-4.984,9.4,6.8544,1.2115,3.7999,3.3796,4.2271,42.633,13.93,-14.682,-0.5108,-2.1223,37.2,40.3,1.2829,-0.97627
-1.4427,6.8845,11.01,-239.33,-0.91324,6.6222,5.9314,3.0781,-5.6646,9.9,7.0202,4.8097,6.254,4.3037,4.4484,-2.7321,13.12,-12.658,-3.7945,-3.0547,38.5,40.4,0.14064,-1.7918
0.39,1.2272,9.29,-84.656,73.661,8.8957,6.3514,7.2349,-7.4919,10.7,7.157,3.9644,4.4213,2.8436,15.787,-8.5346,10.67,-18.041,-32.199,-2.4111,40.5,43.1,3.8008,17.31
5.205,0.27356,8.65,37.683,31.109,21.441,5.2261,3.8626,4.617,10.4,7.3963,-2.3739,3.4498,5.1614,11.486,-52.95,10.56,-29.002,13.693,0.81431,51.4,57.2,3.9538,6.9149
9.0252,4.598,8.8,254.88,38.81,10.157,6.8954,7.8472,8.7932,10.1,7.4146,0.79286,3.6722,2.7875,12.289,11.75,10.54,4.9964,33.992,3.0312,55.9,61.2,7.2009,8.7844
7.7563,3.8829,9.46,84.222,6.1416,6.2776,7.9842,6.9578,13.307,9.4,7.4967,2.3692,5.2313,2.7682,8.9553,13.181,11.63,-11.132,24.32,4.1224,63.1,68.4,1.5583,0.22757
